;individual;family;tribe;genus;subgenus;species;trait;value
810;M-1474;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,2
811;M-1490;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;2,7
812;M-1491;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,2
813;M-1492;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,1
814;M-1493;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,3
815;M-1494;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3
816;M-1654;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,1
817;M-1655;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,4
818;M-1656;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,3
819;M-1743;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,3
820;M-1744;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,4
821;M-1745;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,4
822;M-1746;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,3
823;M-C-1932;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,2
824;M-0055;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;23
825;M-0139;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,4
827;M-0516;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;17,7
828;M-0517;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;16,6
829;M-0892;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,9
830;M-1139;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;16,5
831;M-1145;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;17,7
832;M-1166;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,1
833;M-1167;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;18,9
834;M-1287;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;17,8
835;M-1392;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;18,1
836;M-1474;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,7
837;M-1490;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;18,7
838;M-1491;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,4
839;M-1492;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;18,2
840;J-0415;Apidae;Euglossini;Eufriesea;NA;Eufriesea lucida;intertegularDistance;4,64
841;J-0416;Apidae;Euglossini;Eulaema;NA;Eulaema sororia;intertegularDistance;6,04
842;M-1493;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,1
843;M-1494;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;18,7
844;M-1654;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,4
845;M-1655;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;20
847;M-1656;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,8
848;M-1743;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;18,6
849;M-1744;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;20
850;M-1745;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,2
851;M-1746;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;18,8
852;M-C-1932;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;32,2
853;J-0026;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;18,89
854;J-0155;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,6
855;J-0175;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;23,31
856;J-0839;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,94
857;J-0843;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,02
859;J-1143;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;proboscisLength;19,91
860;M-0019;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;4
861;M-0020;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;4,1
862;M-0041;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;3,9
863;M-0042;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;3,8
864;M-0043;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;3,6
865;M-0044;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;3,9
866;M-0045;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;3,9
867;M-0690;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;3,5
868;M-C-2048;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;4
869;M-0739;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;3,9
870;M-0904;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;3,8
871;M-1344;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;intertegularDistance;3,9
872;M-0019;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;29,5
873;M-0020;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;30
874;M-0041;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;27,7
875;M-0042;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;28,3
876;M-0043;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;29,5
877;M-0044;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;33,7
878;M-0045;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;29,8
879;J-0975;Apidae;Euglossini;Aglae;NA;Aglae caerulea;intertegularDistance;4,29
880;M-0690;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;32,4
881;M-C-2048;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;32,3
882;M-0739;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;28,58
883;M-0904;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;28,7
884;M-1344;Apidae;Euglossini;Euglossa;Glossura;Euglossa asarophora;proboscisLength;29,21
886;J-0901;Apidae;Euglossini;Euglossa;Glossurella;Euglossa bursigera;intertegularDistance;2,98
887;J-0901;Apidae;Euglossini;Euglossa;Glossurella;Euglossa bursigera;proboscisLength;15,04
888;J-1137;Apidae;Euglossini;Eufriesea;NA;Eufriesea pulchra;intertegularDistance;5,14
889;M-C-2148;Apidae;Euglossini;Euglossa;Glossurella;Euglossa bursigera;intertegularDistance;3
890;M-C-2148;Apidae;Euglossini;Euglossa;Glossurella;Euglossa bursigera;proboscisLength;9,8
891;M-0756;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cf. maculilabris;intertegularDistance;2,8
892;M-0756;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cf. maculilabris;proboscisLength;12,7
894;J-1165;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,24
895;J-1165;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;24,03
896;M-1584;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,9
897;B1264;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,84
898;B1265;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,6
899;B1266;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,55
900;B1267;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,66
901;B1268;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,63
902;B1269;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,4
903;B1270;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,7
904;B1271;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,8
905;B1272;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;intertegularDistance;3,6
906;M-1584;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;23,9
907;B1264;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;19,6
908;B1265;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;20,25
909;B1266;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;19,42
910;B1267;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;20,7
911;B1268;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;17,7
912;B1269;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;20,5
913;B1270;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;19,1
914;B1271;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;18,4
915;B1272;Apidae;Euglossini;Euglossa;Glossura;Euglossa chalybeata;proboscisLength;18,6
919;M-1341;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;intertegularDistance;3,4
920;M-1342;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;intertegularDistance;3,4
921;M-1343;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;intertegularDistance;3,4
922;M-1867;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;intertegularDistance;3,6
923;M-0916;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;intertegularDistance;3,2
924;M-0951;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;intertegularDistance;3,5
925;M-1582;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;intertegularDistance;3,5
926;M-1866;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;intertegularDistance;3,5
927;M-0408;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;intertegularDistance;3,4
928;M-0409;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;intertegularDistance;3,7
930;M-1341;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;proboscisLength;12,1
931;M-1342;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;proboscisLength;11,9
932;M-1343;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;proboscisLength;11,2
933;M-1867;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;proboscisLength;11,3
934;M-0916;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;proboscisLength;7,8
935;M-0951;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;proboscisLength;7,4
936;M-1582;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;proboscisLength;8,1
937;M-1866;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;proboscisLength;7,6
938;M-0001;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;intertegularDistance;7
939;M-0002;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;intertegularDistance;7,6
940;M-0003;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,4
941;M-0004;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6
942;M-0005;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,2
943;M-0006;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;5,8
944;M-0007;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,1
945;M-0008;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,7
946;M-0009;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;5,7
947;M-0010;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,5
948;M-0011;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;5,9
949;M-0012;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;5,8
950;M-0013;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,5
951;M-0014;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,3
952;M-0408;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;proboscisLength;8,3
953;M-0409;Apidae;Euglossini;Euglossa;Euglossa;Euglossa championi;proboscisLength;8,8
954;J-0729;Apidae;Euglossini;Euglossa;Euglossa;Euglossa chlorina;intertegularDistance;2,85
955;J-1125;Apidae;Euglossini;Euglossa;Euglossa;Euglossa chlorina;intertegularDistance;2,7
956;J-1629;Apidae;Euglossini;Euglossa;Euglossa;Euglossa chlorina;intertegularDistance;3,16
957;B1324;Apidae;Euglossini;Euglossa;Euglossa;Euglossa chlorina;intertegularDistance;3,1
958;B1383;Apidae;Euglossini;Euglossa;Euglossa;Euglossa chlorina;intertegularDistance;3,3
959;B1324;Apidae;Euglossini;Euglossa;Euglossa;Euglossa chlorina;proboscisLength;7,2
960;B1383;Apidae;Euglossini;Euglossa;Euglossa;Euglossa chlorina;proboscisLength;7,1
961;J-0729;Apidae;Euglossini;Euglossa;Euglossa;Euglossa chlorina;proboscisLength;9,77
962;J-1125;Apidae;Euglossini;Euglossa;Euglossa;Euglossa chlorina;proboscisLength;12,76
963;J-1629;Apidae;Euglossini;Euglossa;Euglossa;Euglossa chlorina;proboscisLength;12,93
965;M-0259;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,6
966;M-0493;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,4
967;M-0554;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,4
968;M-0038;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,6
969;M-0039;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;intertegularDistance;5,1
970;M-0590;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,6
971;M-0591;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,6
972;M-0621;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,2
973;M-0714;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,6
974;M-0923;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,5
975;M-0949;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,7
976;M-0977;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,7
977;M-0978;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;intertegularDistance;3,6
978;M-0259;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;10,4
979;M-0493;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;9,2
980;M-0061;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;intertegularDistance;5,1
981;M-0554;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;9,9
982;M-0590;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;9,9
983;M-0591;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;10,3
984;M-0621;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;10,3
985;M-0081;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,6
986;M-0082;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;intertegularDistance;6,6
987;M-0083;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;7,2
988;M-0714;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;11
989;M-0923;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;11,8
990;M-0949;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;10,1
991;M-0977;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;11,2
992;M-0978;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cognata;proboscisLength;10,6
993;J-0362;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cordata;intertegularDistance;2,73
994;J-0530;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cordata;intertegularDistance;2,99
995;M-0075;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cordata;intertegularDistance;3,5
996;M-0075;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cordata;proboscisLength;10,3
997;J-0362;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cordata;proboscisLength;10,6
998;J-0530;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cordata;proboscisLength;11,14
1000;M-1252;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cybelia;intertegularDistance;3,6
1001;M-1252;Apidae;Euglossini;Euglossa;Euglossa;Euglossa cybelia;proboscisLength;6,7
1005;M-0108;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;intertegularDistance;5,7
1007;M-0116;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;intertegularDistance;3,5
1008;M-0117;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;intertegularDistance;3,2
1009;M-0118;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;intertegularDistance;3,2
1010;M-0119;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;intertegularDistance;3,2
1011;M-0120;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;intertegularDistance;3,2
1012;M-C-1926;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;intertegularDistance;3,3
1013;B1329;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;intertegularDistance;3,3
1014;B1314;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;intertegularDistance;3,3
1015;B1315;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;intertegularDistance;3,3
1016;M-0414;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;intertegularDistance;2,9
1017;M-0116;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;proboscisLength;10,3
1018;M-0126;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;5,9
1019;M-0117;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;proboscisLength;10,4
1020;M-0118;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;proboscisLength;10
1021;M-0119;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;proboscisLength;10,3
1022;M-0120;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;proboscisLength;9,7
1023;M-C-1926;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;proboscisLength;10,9
1024;B1329;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;proboscisLength;7,4
1025;B1314;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;proboscisLength;7,8
1026;B1315;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;proboscisLength;8,8
1027;M-0414;Apidae;Euglossini;Euglossa;Euglossa;Euglossa deceptrix;proboscisLength;7
1029;M-0149;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;5,5
1030;M-0150;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;intertegularDistance;5,5
1031;M-0172;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;intertegularDistance;5,2
1032;M-0173;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;intertegularDistance;5,5
1033;M-0189;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,4
1035;M-0206;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,4
1036;M-0234;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,5
1037;M-0235;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,3
1038;M-0236;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,3
1039;M-0237;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,1
1040;M-0238;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,5
1041;M-0239;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,1
1042;M-0240;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,1
1043;M-0241;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,6
1049;J-0852;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;2,77
1050;J-0853;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;3,06
1052;J-1862;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;2,86
1055;M-0152;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;3,5
1056;M-0211;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;2,9
1057;M-0213;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;3,3
1058;M-0327;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;intertegularDistance;5,8
1059;M-0328;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;intertegularDistance;5,3
1060;M-0358;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,6
1061;M-0251;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;3,2
1062;M-0634;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;3,4
1063;M-0434;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;3,7
1064;M-0449;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,3
1065;M-0450;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,5
1066;M-0451;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,5
1067;M-0491;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;intertegularDistance;4,7
1068;M-0492;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;intertegularDistance;5,1
1069;M-1001;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;3,3
1070;M-0499;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,1
1071;M-0500;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;3,9
1072;M-0501;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,2
1073;M-1245;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;3,5
1074;M-C-2134;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;3,4
1075;M-C-2242;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;3,3
1076;M-C-2356;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;intertegularDistance;3,3
1077;M-0548;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;intertegularDistance;4,6
1078;M-0152;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;6,7
1079;M-0211;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;6
1080;M-0213;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;7,3
1081;M-0574;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;5,3
1082;M-0575;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6,1
1083;M-0576;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;6
1084;M-0578;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;intertegularDistance;5,6
1085;M-0579;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;intertegularDistance;6,1
1086;M-0580;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;intertegularDistance;6
1087;M-0581;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;intertegularDistance;6
1088;M-0251;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;7,5
1089;M-0634;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;7,6
1090;M-0605;Apidae;Euglossini;Eufriesea;NA;Eufriesea pulchra;intertegularDistance;5,2
1091;M-1001;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;7,8
1092;M-0644;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;intertegularDistance;6,8
1093;M-0645;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;intertegularDistance;7
1094;M-0646;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,3
1095;M-0647;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,5
1096;M-0684;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,3
1097;M-0685;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,2
1098;M-0686;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;intertegularDistance;4,4
1099;M-1245;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;6,2
1100;M-0713;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;intertegularDistance;5,9
1101;M-C-2134;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;8
1102;M-C-2242;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;7,8
1103;M-C-2356;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;8
1104;J-0852;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;10,34
1105;J-0853;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;10,6
1106;J-1862;Apidae;Euglossini;Euglossa;Euglossa;Euglossa dissimula;proboscisLength;11,99
1107;M-0111;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;intertegularDistance;3,1
1108;M-0143;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;intertegularDistance;3
1109;M-0144;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;intertegularDistance;3
1110;M-1335;Apidae;Euglossini;Euglossa;Glossurella;Euglossa dodsoni;intertegularDistance;2,8
